1,2,3,4,5,6,7,8,9,10,6,11,12,10,13,6,7,8,9,10,0
6,11,12,10,13,6,7,8,9,10,13,6,14,15,6,2,2,16,3,16,1
17,18,3,19,6,20,6,21,22,9,23,24,25,9,8,9,23,6,17,5,0
6,26,24,8,27,22,28,23,29,25,13,6,14,15,6,2,18,19,17,4,1
18,18,4,5,6,20,6,30,23,25,23,24,9,6,26,29,31,32,13,6,0
31,32,13,6,33,34,22,9,35,22,13,6,14,15,6,2,3,18,1,19,1
18,18,4,5,6,20,6,30,23,25,23,24,9,6,26,29,31,32,13,6,0
6,36,8,22,27,9,34,29,29,35,13,6,14,15,6,2,3,18,17,5,1
19,4,19,4,4,6,37,35,27,9,38,6,11,12,10,13,6,11,35,24,0
11,35,24,9,6,39,35,24,9,38,13,6,14,15,6,2,40,19,16,4,1
17,18,18,2,6,20,6,21,22,9,23,24,25,9,8,9,23,6,17,5,0
6,26,24,8,27,22,28,23,29,25,13,6,14,15,6,2,18,19,17,4,1
19,19,1,2,19,6,41,25,6,42,34,43,38,12,8,10,6,40,3,6,0
3,6,20,13,6,14,10,29,23,24,13,6,14,15,6,2,5,2,4,40,1
1,4,4,5,6,37,6,37,8,44,6,45,8,10,46,27,24,22,6,11,0
10,13,6,37,38,23,24,44,8,22,13,6,14,15,6,2,5,4,3,4,1
1,2,40,16,6,21,22,9,23,24,25,9,8,9,23,6,17,4,13,6,0
13,6,47,23,25,48,27,34,9,23,13,6,14,15,6,2,5,19,5,4,1
17,18,3,19,6,11,44,6,19,19,4,19,13,6,20,23,12,6,26,24,0
6,26,24,8,27,22,28,23,29,25,13,6,14,15,6,2,18,19,17,4,1
1,2,3,4,5,6,7,8,9,10,6,11,12,10,13,6,7,8,9,10,0
6,11,12,10,13,6,7,8,9,10,13,6,14,15,6,2,2,16,3,16,1
17,18,3,19,6,20,6,21,22,9,23,24,25,9,8,9,23,6,17,5,0
6,26,24,8,27,22,28,23,29,25,13,6,14,15,6,2,18,19,17,4,1
18,18,4,5,6,20,6,30,23,25,23,24,9,6,26,29,31,32,13,6,0
31,32,13,6,33,34,22,9,35,22,13,6,14,15,6,2,3,18,1,19,1
18,18,4,5,6,20,6,30,23,25,23,24,9,6,26,29,31,32,13,6,0
6,36,8,22,27,9,34,29,29,35,13,6,14,15,6,2,3,18,17,5,1
19,4,19,4,4,6,37,35,27,9,38,6,11,12,10,13,6,11,35,24,0
11,35,24,9,6,39,35,24,9,38,13,6,14,15,6,2,40,19,16,4,1
17,18,18,2,6,20,6,21,22,9,23,24,25,9,8,9,23,6,17,5,0
6,26,24,8,27,22,28,23,29,25,13,6,14,15,6,2,18,19,17,4,1
19,19,1,2,19,6,41,25,6,42,34,43,38,12,8,10,6,40,3,6,0
3,6,20,13,6,14,10,29,23,24,13,6,14,15,6,2,5,2,4,40,1
1,4,4,5,6,37,6,37,8,44,6,45,8,10,46,27,24,22,6,11,0
10,13,6,37,38,23,24,44,8,22,13,6,14,15,6,2,5,4,3,4,1
1,2,40,16,6,21,22,9,23,24,25,9,8,9,23,6,17,4,13,6,0
13,6,47,23,25,48,27,34,9,23,13,6,14,15,6,2,5,19,5,4,1
17,18,3,19,6,11,44,6,19,19,4,19,13,6,20,23,12,6,26,24,0
6,26,24,8,27,22,28,23,29,25,13,6,14,15,6,2,18,19,17,4,1
19,4,19,40,6,39,6,40,9,38,6,37,9,13,6,49,27,25,9,34,0
37,9,13,6,49,27,25,9,34,22,13,6,14,15,6,2,18,2,4,17,1
16,4,1,17,6,39,23,25,9,38,23,34,44,23,24,6,45,32,13,6,0
32,13,6,42,35,27,25,9,35,22,13,6,14,15,6,2,2,4,1,2,1
16,19,4,6,50,6,26,8,25,25,23,6,45,32,13,6,37,8,22,6,0
8,22,6,49,22,9,35,22,34,35,13,6,14,15,6,2,18,1,4,3,1
5,40,4,4,6,39,6,51,35,31,23,24,25,6,51,22,13,6,30,8,0
51,22,13,6,30,8,29,29,8,25,13,6,14,15,6,2,5,1,4,3,1
1,1,4,4,6,39,6,2,9,38,6,37,9,13,6,11,35,24,9,6,0
11,35,24,9,6,39,35,24,9,38,13,6,14,15,6,2,40,19,4,2,1
5,19,17,5,6,39,6,49,29,8,46,8,44,8,6,37,9,6,37,9,0
4,13,6,42,35,27,25,9,35,22,13,6,14,15,6,2,2,4,5,40,1
3,5,3,5,6,37,34,52,6,53,34,22,23,25,6,30,24,6,37,9,0
1,4,13,6,37,54,24,34,22,43,13,6,14,15,6,2,2,17,18,4,1
19,19,40,4,4,6,36,23,22,9,27,24,10,6,55,8,56,25,6,14,0
19,40,13,6,49,27,25,9,34,22,13,6,14,15,6,2,18,2,5,18,1
18,4,4,6,14,35,12,22,6,49,22,32,6,36,35,27,22,9,24,10,0
4,13,6,42,35,27,25,9,35,22,13,6,14,15,6,2,2,4,1,16,1
19,16,5,2,6,51,8,6,36,8,22,9,23,24,8,6,53,56,12,10,0
8,22,6,49,22,9,35,22,34,35,13,6,14,15,6,2,18,1,5,40,1
17,1,4,19,6,7,22,35,52,6,37,9,13,6,30,8,29,29,8,25,0
37,9,13,6,30,8,29,29,8,25,13,6,14,15,6,2,5,1,4,5,1
5,18,4,4,6,51,23,43,8,57,10,6,30,24,13,6,53,29,8,22,0
6,30,24,13,6,53,29,8,22,35,13,6,14,15,6,2,5,4,1,16,1
1,4,2,6,58,24,8,22,32,6,49,31,23,13,6,37,35,27,9,38,0
6,37,35,27,9,38,29,8,56,23,13,6,14,15,6,2,40,4,3,1,1
17,3,17,3,6,37,6,21,22,9,23,24,25,9,8,9,23,6,17,5,0
37,8,22,6,47,8,24,57,35,25,13,6,14,15,6,2,18,40,40,40,1
18,40,18,2,6,20,6,36,23,22,9,24,8,29,6,50,52,54,10,6,0
19,3,13,6,30,8,29,29,8,25,13,6,14,15,6,2,5,1,1,5,1
1,1,18,5,6,30,8,29,29,8,25,6,53,56,12,10,13,6,30,8,0
12,10,13,6,30,8,29,29,8,25,13,6,14,15,6,2,5,1,16,4,1
1,16,17,4,6,20,6,47,23,25,8,6,37,9,13,6,50,29,6,53,0
9,13,6,50,29,6,53,8,25,35,13,6,14,15,6,2,3,3,4,1,1
5,18,17,4,6,47,57,8,24,32,29,23,6,45,32,13,6,36,35,24,0
27,25,6,36,38,24,34,25,9,34,13,6,14,15,6,2,18,16,19,1,1
19,19,19,16,6,39,6,5,9,38,6,37,9,13,6,49,27,25,9,34,0
37,9,13,6,49,27,25,9,34,22,13,6,14,15,6,2,18,2,4,17,1
3,4,19,6,42,8,24,31,23,10,6,45,32,13,6,36,35,29,29,23,0
43,23,6,37,9,8,9,34,35,22,13,6,14,15,6,2,2,18,16,4,1
19,3,5,4,6,42,27,43,38,23,25,6,51,8,22,32,34,22,43,6,0
31,32,13,6,37,54,24,34,22,43,13,6,14,15,6,2,2,17,18,4,1
1,3,17,4,4,6,42,34,43,38,12,8,10,6,1,3,4,6,37,9,0
17,13,6,36,10,54,24,23,25,25,13,6,14,15,6,2,2,16,17,17,1
40,18,4,19,6,20,6,47,23,25,8,6,37,9,6,37,27,34,9,23,0
19,13,6,50,29,6,53,8,25,35,13,6,14,15,6,2,3,3,19,1,1
2,19,17,6,42,23,34,43,38,9,25,6,26,29,31,32,13,6,42,35,0
32,13,6,42,35,27,25,9,35,22,13,6,14,15,6,2,2,4,4,2,1
1,40,4,19,6,53,24,23,25,9,35,22,6,45,32,6,37,9,23,6,0
18,1,13,6,11,24,34,25,57,35,13,6,14,15,6,2,5,4,17,16,1
1,19,17,4,4,6,58,27,29,28,6,11,12,10,13,6,39,23,46,25,0
10,13,6,39,23,46,25,9,23,24,13,6,14,15,6,2,2,5,3,18,1
1,19,17,4,4,6,50,6,51,23,8,43,27,23,6,36,34,9,10,6,0
23,8,43,27,23,6,36,34,9,10,13,6,14,15,6,2,2,5,2,17,1
1,19,17,4,4,6,21,22,9,23,24,25,9,8,9,23,6,16,5,13,0
16,5,13,6,37,54,24,34,22,43,13,6,14,15,6,2,2,17,2,17,1
2,4,4,6,50,6,53,29,8,22,35,6,53,56,12,10,13,6,53,29,0
56,12,10,13,6,53,29,8,22,35,13,6,14,15,6,2,5,4,2,16,1
19,4,1,6,50,6,21,22,9,23,24,25,9,8,9,23,6,1,4,13,0
6,49,24,29,34,22,43,9,35,22,13,6,14,15,6,2,40,4,19,18,1
19,4,1,16,19,6,20,35,24,9,38,6,11,12,10,13,6,42,35,27,0
10,13,6,42,35,27,25,9,35,22,13,6,14,15,6,2,2,4,17,2,1
1,16,18,18,6,47,8,24,56,23,9,6,53,29,8,57,23,6,26,29,0
31,32,13,6,21,24,31,34,22,43,13,6,14,15,6,2,5,4,40,17,1
19,1,2,19,4,6,50,52,23,57,27,9,34,31,23,6,30,24,13,6,0
30,24,13,6,30,8,29,29,8,25,13,6,14,15,6,2,5,1,17,18,1
19,1,2,4,2,6,20,6,47,35,6,53,8,57,6,50,52,54,10,13,0
