1,2,3,2,4,5,6,7,8,9,10,7,11,7,8,0
11,18,19,10,8,15,4,20,21,4,22,3,23,2,24,1
25,2,2,4,26,4,27,28,9,9,29,10,4,16,7,0
4,30,11,7,31,15,4,20,21,4,22,32,33,22,2,1
22,23,32,4,16,7,11,7,8,4,14,28,19,7,8,0
35,10,7,28,6,15,4,20,21,4,22,23,32,2,22,1
3,3,3,33,4,16,7,11,7,8,4,14,13,15,4,0
13,28,6,29,11,15,4,20,21,4,22,32,32,23,3,1
22,2,2,2,4,16,11,6,37,28,9,13,4,14,13,0
38,29,12,12,8,15,4,20,21,4,22,32,32,23,33,1
1,2,3,2,4,5,6,7,8,9,10,7,11,7,8,0
11,18,19,10,8,15,4,20,21,4,22,3,23,2,24,1
25,2,2,4,26,4,27,28,9,9,29,10,4,16,7,0
4,30,11,7,31,15,4,20,21,4,22,32,33,22,2,1
22,23,32,4,16,7,11,7,8,4,14,28,19,7,8,0
35,10,7,28,6,15,4,20,21,4,22,23,32,2,22,1
3,3,3,33,4,16,7,11,7,8,4,14,13,15,4,0
13,28,6,29,11,15,4,20,21,4,22,32,32,23,3,1
22,2,2,2,4,16,11,6,37,28,9,13,4,14,13,0
38,29,12,12,8,15,4,20,21,4,22,32,32,23,33,1
32,32,39,4,30,9,28,11,13,40,11,17,15,4,20,0
4,21,28,9,41,15,4,20,21,4,22,2,2,22,3,1
22,22,23,1,4,3,9,13,4,42,38,8,15,4,20,0
4,21,28,9,41,15,4,20,21,4,22,2,2,39,25,1
32,3,2,4,43,38,8,9,35,9,8,8,6,4,36,0
11,12,12,8,17,15,4,20,21,4,22,2,24,22,1,1
3,2,32,2,4,27,28,6,9,28,8,4,42,38,8,0
8,10,7,8,9,15,4,20,21,4,22,32,39,22,33,1
22,22,32,39,4,27,11,13,29,10,28,6,4,42,38,0
4,21,28,9,41,15,4,20,21,4,22,2,2,23,33,1
23,22,3,24,4,30,9,28,11,13,40,11,17,15,4,0
4,21,28,9,41,15,4,20,21,4,22,2,2,23,3,1
22,24,23,33,4,30,9,28,11,13,40,11,17,15,4,0
4,21,28,9,41,15,4,20,21,4,22,2,2,23,3,1
22,25,4,45,6,29,28,6,4,16,46,4,26,15,4,0
4,21,28,9,41,15,4,20,21,4,22,2,2,2,3,1
32,33,22,4,30,9,28,11,13,40,11,17,15,4,20,0
4,21,28,9,41,15,4,20,21,4,22,2,2,22,3,1
32,32,1,39,4,27,11,29,6,4,16,7,15,4,30,0
37,37,11,12,28,15,4,20,21,4,22,32,23,23,39,1
32,2,33,4,26,4,22,32,7,31,4,16,7,15,4,0
4,21,28,9,41,15,4,20,21,4,22,2,2,22,32,1
22,39,2,4,26,11,12,7,4,26,31,29,7,47,11,0
11,7,29,28,6,15,4,20,21,4,22,22,1,32,39,1
22,39,39,4,16,47,29,7,31,4,16,7,15,4,30,0
28,41,12,17,6,15,4,20,21,4,22,22,23,2,22,1
22,23,25,4,26,8,10,7,18,31,8,10,7,8,9,0
12,11,29,6,10,15,4,20,21,4,22,2,39,2,22,1
22,22,32,23,4,3,9,13,4,42,38,8,15,4,20,0
4,21,28,9,41,15,4,20,21,4,22,2,2,39,25,1
3,23,1,4,26,4,50,11,17,8,7,7,8,4,16,0
11,18,19,10,8,15,4,20,21,4,22,3,23,2,23,1
23,24,23,32,4,27,28,6,9,28,8,4,42,38,8,0
8,10,7,8,9,15,4,20,21,4,22,32,39,22,33,1
23,2,32,23,4,51,12,13,4,36,28,19,6,7,9,0
4,36,29,7,17,15,4,20,21,4,22,22,25,3,2,1
32,24,33,4,26,11,12,13,8,6,4,52,11,12,12,0
37,37,11,12,28,15,4,20,21,4,22,32,23,23,25,1
22,22,25,22,4,50,11,10,31,29,28,6,4,53,9,0
11,6,19,8,7,15,4,20,21,4,22,2,24,25,32,1
39,23,23,4,20,8,40,4,54,28,19,13,28,6,4,0
11,7,31,11,47,15,4,20,21,4,22,23,22,22,2,1
32,24,33,4,26,11,12,13,8,6,4,42,38,8,15,0
37,37,11,12,28,15,4,20,21,4,22,32,23,22,22,1
23,25,2,4,44,8,10,8,17,4,16,7,4,54,55,0
4,21,28,9,41,15,4,20,21,4,22,2,23,33,22,1
22,4,26,11,12,13,8,6,4,52,11,12,12,8,9,0
37,37,11,12,28,15,4,20,21,4,22,32,23,23,25,1
24,25,24,39,4,53,8,10,7,29,6,17,4,45,10,0
11,18,19,10,8,15,4,20,21,4,22,3,23,2,32,1
22,22,32,4,25,7,31,4,42,38,8,15,4,20,8,0
4,21,28,9,41,15,4,20,21,4,22,2,2,22,22,1
25,2,4,30,28,6,13,4,16,7,15,4,20,8,40,0
4,21,28,9,41,15,4,20,21,4,22,2,2,22,23,1
24,22,2,4,57,11,6,35,8,9,4,27,11,12,12,0
9,31,8,11,13,15,4,20,21,4,22,22,24,2,22,1
3,22,39,4,43,11,10,7,38,29,8,40,4,27,11,0
29,18,7,28,9,15,4,20,21,4,22,32,25,39,32,1
32,25,32,4,30,9,28,11,13,40,11,17,4,16,7,0
9,29,6,35,10,15,4,20,21,4,22,23,33,39,39,1
32,3,25,4,53,19,6,8,4,14,13,15,4,36,8,0
11,12,12,8,17,15,4,20,21,4,22,2,24,22,1,1
25,24,1,4,25,7,31,4,42,38,8,15,4,20,8,0
4,21,28,9,41,15,4,20,21,4,22,2,2,22,1,1
22,23,24,4,20,4,39,7,31,4,16,7,15,4,30,0
28,41,12,17,6,15,4,20,21,4,22,22,23,32,24,1
22,22,1,33,4,27,11,13,29,10,28,6,4,16,7,0
28,41,12,17,6,15,4,20,21,4,22,22,23,23,22,1
25,22,32,4,16,47,29,7,31,4,48,11,38,8,6,0
52,9,28,38,8,15,4,20,21,4,22,22,1,25,25,1
22,3,23,25,4,54,8,59,29,6,35,7,28,6,4,0
4,21,28,9,41,15,4,20,21,4,22,2,22,23,33,1
3,25,4,27,11,29,6,4,16,7,15,4,43,11,10,0
47,58,7,28,6,15,4,20,21,4,22,22,24,3,1,1
32,2,4,36,11,7,31,8,9,40,28,28,13,4,14,0
7,31,11,18,11,15,4,20,21,4,22,32,33,25,2,1
32,22,25,25,4,16,7,11,7,8,4,14,28,19,7,0
4,36,12,11,17,15,4,20,21,4,22,3,2,32,22,1
32,23,32,4,43,11,10,7,38,29,8,40,4,27,11,0
29,18,7,28,9,15,4,20,21,4,22,32,25,39,32,1
23,23,39,4,52,9,8,8,18,8,4,14,29,13,35,0
8,10,7,8,9,15,4,20,21,4,22,32,39,23,39,1
27,11,9,41,8,7,58,12,11,18,8,4,27,11,12,0
8,10,7,8,9,15,4,20,21,4,22,32,39,2,3,1
32,39,2,4,27,29,9,11,18,12,8,4,27,29,12,0
8,10,7,8,9,15,4,20,21,4,22,32,39,23,3,1
32,24,23,1,4,57,9,11,6,10,29,7,4,14,13,0
37,37,11,12,28,15,4,20,21,4,22,32,23,23,22,1
22,23,25,1,4,20,29,11,35,11,9,11,4,50,11,0
37,37,11,12,28,15,4,20,21,4,22,32,23,23,39,1
39,3,2,4,51,12,13,4,36,28,19,6,7,9,17,0
4,36,29,7,17,15,4,20,21,4,22,22,25,3,2,1
24,3,4,26,4,36,11,47,58,55,8,12,12,4,14,0
18,7,11,13,17,15,4,20,21,4,22,23,3,2,39,1
3,25,32,2,4,27,18,41,29,6,12,8,17,4,49,0
37,37,11,12,28,15,4,20,21,4,22,32,23,22,24,1
3,22,3,4,16,47,29,7,31,4,48,11,38,8,6,0
52,9,28,38,8,15,4,20,21,4,22,22,1,25,25,1
22,24,24,2,4,27,29,12,29,7,11,9,17,4,14,0
50,11,12,12,10,15,4,20,21,4,22,32,3,2,32,1
22,25,2,32,4,51,12,13,4,36,28,19,6,7,9,0
7,55,19,9,17,15,4,20,21,4,22,22,25,24,2,1
22,32,23,32,4,16,7,11,7,8,4,14,28,19,7,0
8,28,9,35,8,15,4,20,21,4,22,23,33,32,25,1
22,4,16,19,6,9,29,10,8,4,27,11,12,12,15,0
58,8,46,19,11,15,4,20,21,4,22,22,1,25,33,1
3,3,2,2,4,36,31,11,47,55,8,9,10,4,14,0
31,8,11,13,10,15,4,20,21,4,22,32,33,32,25,1
22,3,2,2,4,45,12,10,7,8,9,4,42,38,8,0
35,10,7,28,6,15,4,20,21,4,22,23,32,2,22,1
