1,2,3,4,5,6,7,8,9,10,6,11,12,10,13,0
6,7,8,9,10,13,6,14,15,6,2,2,16,3,16,1
17,18,3,19,6,20,6,21,22,9,23,24,25,9,8,0
22,28,23,29,25,13,6,14,15,6,2,18,19,17,4,1
18,18,4,5,6,20,6,30,23,25,23,24,9,6,26,0
34,22,9,35,22,13,6,14,15,6,2,3,18,1,19,1
18,18,4,5,6,20,6,30,23,25,23,24,9,6,26,0
9,34,29,29,35,13,6,14,15,6,2,3,18,17,5,1
19,4,19,4,4,6,37,35,27,9,38,6,11,12,10,0
39,35,24,9,38,13,6,14,15,6,2,40,19,16,4,1
17,18,18,2,6,20,6,21,22,9,23,24,25,9,8,0
22,28,23,29,25,13,6,14,15,6,2,18,19,17,4,1
19,19,1,2,19,6,41,25,6,42,34,43,38,12,8,0
14,10,29,23,24,13,6,14,15,6,2,5,2,4,40,1
1,4,4,5,6,37,6,37,8,44,6,45,8,10,46,0
23,24,44,8,22,13,6,14,15,6,2,5,4,3,4,1
1,2,40,16,6,21,22,9,23,24,25,9,8,9,23,0
48,27,34,9,23,13,6,14,15,6,2,5,19,5,4,1
17,18,3,19,6,11,44,6,19,19,4,19,13,6,20,0
22,28,23,29,25,13,6,14,15,6,2,18,19,17,4,1
1,2,3,4,5,6,7,8,9,10,6,11,12,10,13,0
6,7,8,9,10,13,6,14,15,6,2,2,16,3,16,1
17,18,3,19,6,20,6,21,22,9,23,24,25,9,8,0
22,28,23,29,25,13,6,14,15,6,2,18,19,17,4,1
18,18,4,5,6,20,6,30,23,25,23,24,9,6,26,0
34,22,9,35,22,13,6,14,15,6,2,3,18,1,19,1
18,18,4,5,6,20,6,30,23,25,23,24,9,6,26,0
9,34,29,29,35,13,6,14,15,6,2,3,18,17,5,1
19,4,19,4,4,6,37,35,27,9,38,6,11,12,10,0
39,35,24,9,38,13,6,14,15,6,2,40,19,16,4,1
17,18,18,2,6,20,6,21,22,9,23,24,25,9,8,0
22,28,23,29,25,13,6,14,15,6,2,18,19,17,4,1
19,19,1,2,19,6,41,25,6,42,34,43,38,12,8,0
14,10,29,23,24,13,6,14,15,6,2,5,2,4,40,1
1,4,4,5,6,37,6,37,8,44,6,45,8,10,46,0
23,24,44,8,22,13,6,14,15,6,2,5,4,3,4,1
1,2,40,16,6,21,22,9,23,24,25,9,8,9,23,0
48,27,34,9,23,13,6,14,15,6,2,5,19,5,4,1
17,18,3,19,6,11,44,6,19,19,4,19,13,6,20,0
22,28,23,29,25,13,6,14,15,6,2,18,19,17,4,1
19,4,19,40,6,39,6,40,9,38,6,37,9,13,6,0
27,25,9,34,22,13,6,14,15,6,2,18,2,4,17,1
16,4,1,17,6,39,23,25,9,38,23,34,44,23,24,0
27,25,9,35,22,13,6,14,15,6,2,2,4,1,2,1
16,19,4,6,50,6,26,8,25,25,23,6,45,32,13,0
9,35,22,34,35,13,6,14,15,6,2,18,1,4,3,1
5,40,4,4,6,39,6,51,35,31,23,24,25,6,51,0
8,29,29,8,25,13,6,14,15,6,2,5,1,4,3,1
1,1,4,4,6,39,6,2,9,38,6,37,9,13,6,0
39,35,24,9,38,13,6,14,15,6,2,40,19,4,2,1
5,19,17,5,6,39,6,49,29,8,46,8,44,8,6,0
27,25,9,35,22,13,6,14,15,6,2,2,4,5,40,1
3,5,3,5,6,37,34,52,6,53,34,22,23,25,6,0
54,24,34,22,43,13,6,14,15,6,2,2,17,18,4,1
19,19,40,4,4,6,36,23,22,9,27,24,10,6,55,0
27,25,9,34,22,13,6,14,15,6,2,18,2,5,18,1
18,4,4,6,14,35,12,22,6,49,22,32,6,36,35,0
27,25,9,35,22,13,6,14,15,6,2,2,4,1,16,1
19,16,5,2,6,51,8,6,36,8,22,9,23,24,8,0
9,35,22,34,35,13,6,14,15,6,2,18,1,5,40,1
17,1,4,19,6,7,22,35,52,6,37,9,13,6,30,0
8,29,29,8,25,13,6,14,15,6,2,5,1,4,5,1
5,18,4,4,6,51,23,43,8,57,10,6,30,24,13,0
53,29,8,22,35,13,6,14,15,6,2,5,4,1,16,1
1,4,2,6,58,24,8,22,32,6,49,31,23,13,6,0
