0,1,1,0,2,3,4,2,5,6,7,8,9,10,11,0
6,17,18,19,16,14,2,15,20,2,21,22,0,23,1,1
0,24,22,25,2,26,19,17,17,2,27,28,10,29,30,0
19,18,8,10,16,14,2,15,20,2,21,22,21,23,25,1
32,24,0,2,26,19,17,17,2,27,28,10,29,30,2,0
19,18,8,10,16,14,2,15,20,2,21,22,21,23,21,1
1,21,23,2,33,34,19,29,7,34,2,26,19,11,2,0
10,28,34,29,10,14,2,15,20,2,21,36,23,32,23,1
0,25,0,12,0,2,4,18,10,18,34,2,5,6,7,0
17,38,10,28,34,14,2,15,20,2,21,22,36,22,1,1
25,12,21,23,2,0,24,18,8,2,15,39,34,2,4,0
16,7,8,10,41,14,2,15,20,2,21,36,0,23,24,1
36,23,23,2,35,29,19,39,6,38,34,16,42,34,2,0
39,6,28,28,34,14,2,15,20,2,21,36,12,23,22,1
24,0,23,2,40,19,37,2,45,10,28,28,10,42,34,0
39,6,28,28,34,14,2,15,20,2,21,36,12,23,25,1
25,24,12,25,2,4,18,10,18,34,2,5,6,7,8,0
16,34,18,18,34,14,2,15,20,2,21,22,36,23,1,1
36,24,23,25,2,3,16,6,39,34,29,17,6,18,11,0
39,6,28,28,34,14,2,15,20,2,21,36,12,23,22,1
0,23,23,23,2,26,6,39,34,29,42,8,10,17,34,0
19,19,39,34,29,14,2,15,20,2,21,36,0,32,32,1
1,0,1,32,2,13,10,17,18,42,8,10,17,34,2,0
19,41,34,29,11,14,2,15,20,2,21,22,25,25,1,1
0,23,25,24,2,22,18,8,2,15,39,34,2,4,13,0
42,10,18,46,29,14,2,15,20,2,21,36,22,23,25,1
25,23,25,2,47,10,11,28,19,29,2,31,29,14,2,0
38,17,38,34,16,14,2,15,20,2,21,36,24,23,32,1
25,0,23,2,27,28,34,7,8,19,29,16,2,40,28,0
38,6,17,19,16,14,2,15,20,2,21,36,1,36,12,1
25,21,12,24,2,45,2,48,19,29,18,2,45,6,28,0
42,10,46,7,10,14,2,15,20,2,21,36,25,36,23,1
21,22,21,21,2,33,29,10,11,2,15,39,34,14,2,0
39,6,28,28,34,14,2,15,20,2,21,36,23,23,36,1
25,24,24,2,4,46,49,34,29,42,34,16,18,34,29,0
10,28,34,29,10,14,2,15,20,2,21,36,23,32,23,1
25,36,23,2,27,19,50,2,27,29,34,34,30,2,35,0
29,34,16,42,34,14,2,15,20,2,21,36,22,21,23,1
25,12,23,2,51,16,18,34,29,17,18,10,18,34,2,0
39,6,28,28,34,14,2,15,20,2,21,22,23,21,1,1
25,23,36,25,2,48,19,50,2,26,46,16,2,15,39,0
34,28,6,30,10,14,2,15,20,2,21,22,12,23,25,1
21,25,36,23,2,4,2,43,42,30,34,16,53,6,34,0
48,19,28,34,11,14,2,15,20,2,21,22,36,21,36,1
21,32,21,25,2,26,19,17,17,2,27,28,10,29,30,0
19,18,8,10,16,14,2,15,20,2,21,22,21,23,21,1
21,23,32,2,45,10,17,8,6,16,7,18,19,16,2,0
10,29,6,19,16,14,2,15,20,2,21,22,1,36,22,1
0,23,23,21,2,54,6,28,28,10,7,34,2,31,29,0
20,34,34,38,17,14,2,15,20,2,21,36,23,24,32,1
32,32,24,12,32,2,5,6,7,8,9,10,11,2,25,0
34,29,16,19,16,14,2,15,20,2,21,36,36,24,0,1
25,23,32,2,43,42,41,34,10,16,17,2,15,39,34,0
16,34,18,18,34,14,2,15,20,2,21,22,36,23,1,1
12,23,22,2,35,34,28,8,10,41,2,26,38,2,4,0
39,6,28,28,34,14,2,15,20,2,21,22,0,22,36,1
32,21,2,13,2,51,22,36,2,4,34,29,39,6,42,0
19,37,6,28,34,14,2,15,20,2,21,22,22,23,22,1
12,12,21,2,43,10,29,30,34,18,2,35,28,14,2,0
2,27,6,18,11,14,2,15,20,2,21,36,23,25,23,1
25,0,25,0,2,56,34,28,28,6,2,31,29,14,2,0
18,8,34,16,17,14,2,15,20,2,21,36,22,25,21,1
36,23,32,23,2,15,42,10,38,34,41,11,2,20,16,0
17,34,41,34,29,14,2,15,20,2,21,36,23,0,0,1
36,0,32,2,45,2,47,19,9,16,2,35,28,53,14,0
17,34,41,34,29,14,2,15,20,2,21,36,23,0,23,1
25,24,23,2,43,10,6,16,2,4,18,14,2,27,8,0
29,19,30,34,34,14,2,15,20,2,21,36,22,25,22,1
